"padacchedah","anvaya","spart"
"सायम् सायम् जलम् आगच्छति","सायम् सायम् जलम् आगच्छति","सायं सायं जलम् आगच्छति।"
"सायङ्काल-भ्रमणात् प्रातःकाले भ्रमणम् वरम् अस्ति .","सायङ्काल-भ्रमणात् प्रातःकाले भ्रमणम् वरम् अस्ति .","सायङ्काल-भ्रमणात् प्रातःकाले भ्रमणं वरम् अस्ति।"
"(सः) सिन्धोः जलम् आनयति .","(सः) सिन्धोः जलम् आनयति .","सिन्धोः जलम् आनयति।"
"सिंहः कदापि अन्नम् न भक्षयति .","सिंहः कदापि अन्नम् न भक्षयति .","सिंहः कदापि अन्नं न भक्षयति।"
"सीता नामधेया रामस्य भार्या अतीव साध्वी आसीत् .","सीता नामधेया रामस्य भार्या अतीव साध्वी आसीत् .","सीता नामधेया रामस्य भार्या अतीव साध्वी आसीत्।"
"सुतः रक्षति .","सुतः रक्षति .","सुतः रक्षति।"
"सुवर्ण-कारः रजतस्य बहूनि पात्राणि अतीव मनोहराणि करोति .","सुवर्ण-कारः रजतस्य बहूनि पात्राणि अतीव मनोहराणि करोति .","सुवर्ण-कारः रजतस्य बहूनि पात्राणि अतीव मनोहराणि करोति।"
"सुवर्ण-कारः सुवर्णस्य आभूषणम् करोति स्म .","सुवर्ण-कारः सुवर्णस्य आभूषणम् करोति स्म .","सुवर्ण-कारः सुवर्णस्य आभूषणं करोति स्म।"
"सूर्यम् दृष्ट्वा जनः उत्तिष्ठति","सूर्यम् दृष्ट्वा जनः उत्तिष्ठति","सूर्यं दृष्ट्वा जनः उत्तिष्ठति।"
"सूर्यात् प्रकाशः भवति","सूर्यात् प्रकाशः भवति","सूर्यात् प्रकाशः भवति।"
"सेनापतिः जेतुम् उद्यमम् करोति .","सेनापतिः जेतुम् उद्यमम् करोति .","सेनापतिः जेतुम् उद्यमं करोति।"
"सैनिकः तत्र न अस्ति .","सैनिकः तत्र न अस्ति .","सैनिकः तत्र न अस्ति।"
"(त्वं) स्तोतुः स्तोत्रम् शृणु","(त्वं) स्तोतुः स्तोत्रम् शृणु","स्तोतुः स्तोत्रं शृणु।"
"(सः) स्नात्वा सायम् आगमिष्यति","(सः) स्नात्वा सायम् आगमिष्यति","स्नात्वा सायम् आगमिष्यति।"
"अहं स्नानम् कृत्वा एव हवनम् करोमि","अहं स्नानम् कृत्वा एव हवनम् करोमि","स्नानं कृत्वा एव हवनं करोमि।"
"(त्वं) स्नानाय जलम् दत्वा सत्वरम् उद्यानम् गच्छ .","(त्वं) स्नानाय जलम् दत्वा सत्वरम् उद्यानम् गच्छ .","स्नानाय जलं दत्वा सत्वरम् उद्यानं गच्छ।"
"(त्वं) स्नानाय जलम् देहि","(त्वं) स्नानाय जलम् देहि","स्नानाय जलं देहि।"
"(त्वं) स्नानाय जलम् नय","(त्वं) स्नानाय जलम् नय","स्नानाय जलं नय।"
"हरिश्चंद्रः अत्र अस्ति .","हरिश्चंद्रः अत्र अस्ति .","हरिश्चंद्रः अत्र अस्ति।"
"हरिश्चन्द्रः फलम् तत्र नेष्यति किम् .","हरिश्चन्द्रः फलम् तत्र नेष्यति किम् .","हरिश्चन्द्रः फलं तत्र नेष्यति किम्।"
"हरिश्चन्द्रः कदा उद्यानम् गमिष्यति","हरिश्चन्द्रः कदा उद्यानम् गमिष्यति","हरिश्चन्द्रः कदा उद्यानं गमिष्यति।"
"हरिश्चन्द्रः शुद्धम् जलम् पातुम् इच्छति .","हरिश्चन्द्रः शुद्धम् जलम् पातुम् इच्छति .","हरिश्चन्द्रः शुद्धं जलं पातुम् इच्छति।"
"हे ईश्वर दयाम् कुरु","हे ईश्वर दयाम् कुरु"," हे ईश्वर! दयां कुरु।"
"हे ईश्वर माम् पाहि","हे ईश्वर माम् पाहि","हे ईश्वर! मां पाहि।"
"हे देव अत्र पश्य","हे देव अत्र पश्य","हे देव! अत्र पश्य।"
"हे देवदत्त त्वम् युद्धम् न कुरु","हे देवदत्त त्वम् युद्धम् न कुरु","हे देव-दत्त! त्वं युद्धं न कुरु।"
"हे परिचारक कपाटम् उद्घाटय अहम् अभ्यन्तरे आगन्तुम् इच्छामि .","हे परिचारक कपाटम् उद्घाटय अहम् अभ्यन्तरे आगन्तुम् इच्छामि .","हे परिचारक! कपाटम् उद्घाटय अहम् अभ्यन्तरे आगन्तुम् इच्छामि।"
"हे पुत्र एकाकी मा व्रज","हे पुत्र एकाकी मा व्रज","हे पुत्र! एकाकी मा व्रज।"
"हे पुरुष धर्मम् कुरु","हे पुरुष धर्मम् कुरु","हे पुरुष! धर्मं कुरु।"
"हे बालक त्वम् उत्तिष्ठ .","हे बालक त्वम् उत्तिष्ठ .","हे बालक त्वम् उत्तिष्ठ।"
"हे बालक त्वम् किम् करोषि .","हे बालक त्वम् किम् करोषि .","हे बालक! त्वं किं करोषि।"
"हे भूमित्र किम् त्वम् जानासि","हे भूमित्र किम् त्वम् जानासि","हे भूमित्र! किं त्वं जानासि।"
"हे मित्र जलस्य तरङ्गम् पश्य .","हे मित्र जलस्य तरङ्गम् पश्य ."," हे मित्र, जलस्य तरङ्गं पश्य।"
"हे मित्र अधुना उद्यानम् गच्छ","हे मित्र अधुना उद्यानम् गच्छ","हे मित्र! अधुना उद्यानं गच्छ।"
"नाथ कः अभ्युपायः अस्माकम् जीवनाय अस्ति .","नाथ कः अभ्युपायः अस्माकम् जीवनाय अस्ति .","नाथ कः अभ्युपायः अस्माकं जीवनाय अस्ति।"
"अनेन मुनिना मूषकः व्याघ्रताम् नीतः","अनेन मुनिना मूषकः व्याघ्रताम् नीतः","अनेन मुनिना मूषकः व्याघ्रतां नीतः।"
"उदरेण विना वयम् अगतिकाः भवामः","उदरेण विना वयम् अगतिकाः भवामः","उदरेण विना वयं अगतिकाः भवामः।"
"कः ते चिकित्सकः अस्ति इति सः वदति .","कः ते चिकित्सकः अस्ति इति सः वदति .","कः ते चिकित्सकः इति सः वदति।"
"तत् एव भद्र-तरम् अस्ति","तत् एव भद्र-तरम् अस्ति","तत् एव भद्र-तरम् अस्ति।"
"मम औषधम् मृत्तिका एव अस्ति इति सः वदति .","मम औषधम् मृत्तिका एव अस्ति इति सः वदति .","मम औषधं मृत्तिका एव अस्ति इति सः वदति।"
"मम भिषक् यमः एव अस्ति इति सः वदति .","मम भिषक् यमः एव अस्ति इति सः वदति .","मम भिषक् यमः एव अस्ति इति सः वदति।"
"सत्य-भाषणे कृत-निश्चयेन पुरुषेण न कस्मात् अपि भेतव्यम् .","सत्य-भाषणे कृत-निश्चयेन पुरुषेण न कस्मात् अपि भेतव्यम् .","सत्य-भाषणे कृत-निश्चयेन पुरुषेण न कस्मात् अपि भेतव्यम्।"
"अ-विदग्धस्य बधिरस्य कथा अस्ति","अ-विदग्धस्य बधिरस्य कथा अस्ति","अ-विदग्धस्य बधिरस्य कथा अस्ति।"
"अतः अहम् ब्रवीमि यत् सर्वथा अविचारितम् कर्म न कर्तव्यम् इति","अतः इति अहम् ब्रवीमि यत् सर्वथा अविचारितम् कर्म न कर्तव्यम्","अतः अहं ब्रवीमि यत् सर्वथा अविचारितं कर्म न कर्तव्यम् इति।"
"अतः एव शशांकः इति मे प्रसिद्धिः अस्ति","अतः एव शशांकः इति मे प्रसिद्धिः अस्ति","अतः एव शशांकः इति मे प्रसिद्धिः अस्ति।"
"सूर्यशर्मा ब्राह्मणस्य गृहे स्थितः","सूर्यशर्मा ब्राह्मणस्य गृहे स्थितः","सूर्यशर्मा ब्राह्मणस्य गृहे स्थितः।"
"सूर्यः अस्तम् गतः .","सूर्यः अस्तम् गतः .","सूर्यः अस्तं गतः।"
"अथ ब्राह्मणाय राज्ञः पार्वण-श्राद्धम् दातुम् आह्वानम् आगतम् .","अथ ब्राह्मणाय राज्ञः पार्वण-श्राद्धम् दातुम् आह्वानम् आगतम् .","अथ ब्राह्मणाय राज्ञः पार्वण-श्राद्धं दातुम् आह्वानम् आगतम्।"
"अथ भीम-जरासंधयोः भीषणम् मल्ल-युद्धम् पञ्च-विंशति-त्रसरान् प्रवर्तते स्म .","अथ भीम-जरासंधयोः भीषणम् मल्ल-युद्धम् पञ्च-विंशति-त्रसरान् प्रवर्तते स्म .","अथ भीम-जरासंधयोः भीषणं मल्ल-युद्धं पञ्च-विंशति-त्रसरान् प्रवर्तते स्म।"
"सर्पेण मूषकः हतः .","सर्पेण मूषकः हतः .","सर्पेण मूषकः हतः।"
"अद्य-प्रभृतिः इदम् श्रमित्वा आत्मनः भरणम् कुर्यात् .","अद्य-प्रभृतिः इदम् श्रमित्वा आत्मनः भरणम् कुर्यात् .","अद्य-प्रभृतिः इदं श्रमित्वा आत्मनः भरणं कुर्यात्।"
"अनन्तरम् कः ते चिकित्सकः इति मया पृष्टः (अस्ति)","अनन्तरम् कः ते चिकित्सकः इति मया पृष्टः (अस्ति)","अनन्तरं कः ते चिकित्सकः? इति मया पृष्टः।"
"अनेकानाम् गो-मानुषाणाम् वधात् मृताः मे पुत्राः .","अनेकानाम् गो-मानुषाणाम् वधात् मृताः मे पुत्राः .","अनेकानां  गो-मानुषाणां वधात् मृताः मे पुत्राः।"
"अनेन गज-यूथेन पिपासा-आकुलेन माम् प्रति अत्र आगन्तव्यम् .","अनेन गज-यूथेन पिपासा-आकुलेन माम् प्रति अत्र आगन्तव्यम् .","अनेन गज-यूथेन पिपासा-आकुलेन मां प्रति अत्र आगन्तव्यम्।"
"अहम् वंश-हीनः च अस्मि .","अहम् वंश-हीनः च अस्मि .","अहम् वंश-हीनः च अस्मि ।"
"अन्ये प्राहुः .","अन्ये प्राहुः .","अन्ये प्राहुः।"
"अपराधम् विना तेन सः दण्डितः .","अपराधम् विना तेन सः दण्डितः .","अपराधं विना तेन सः दण्डितः।"
"विश्वामित्रः अयोध्याम् आगतः .","विश्वामित्रः अयोध्याम् आगतः .","विश्वामित्रः अयोध्याम् आगतः।"
"विश्व-मण्डलेषु नवद्वारम् नाम नगरम् अस्ति .","विश्व-मण्डलेषु नवद्वारम् नाम नगरम् अस्ति .","विश्व-मण्डलेषु नवद्वारं नाम नगरम् अस्ति।"
"अनेन सह अस्माकम् प्रयोजनम् अस्ति .","अनेन सह अस्माकम् प्रयोजनम् अस्ति .","अनेन सह अस्माकम् प्रयोजनम् अस्ति।"
"आकाशे चन्द्रः उदितः .","आकाशे चन्द्रः उदितः .","आकाशे चन्द्रः उदितः।"
"आचार्यैः पुस्तकम् पाठितम्","आचार्यैः पुस्तकम् पाठितम्","आचार्यैः पुस्तकं पाठितम्।"
"त्वम् मया सह आगच्छ इति उक्त्वा सः प्रस्थितः .","त्वम् मया सह आगच्छ इति उक्त्वा सः प्रस्थितः .","त्वम् मया सह आगच्छ इति उक्त्वा सः प्रस्थितः।"
"सर्वाः महिलाः वृक्षात् पुष्पाणि निश्चिक्युः .","सर्वाः महिलाः वृक्षात् पुष्पाणि निश्चिक्युः .","सर्वाः महिलाः वृक्षात् पुष्पाणि निश्चिक्युः।"
"इदम् अज्ञानतः कृतम्","इदम् अज्ञानतः कृतम्","इदम् अज्ञानतः कृतम्।"
"उक्तम् च तेन .","उक्तम् च तेन .","उक्तं च तेन।"
"बालकेन क्रीडा त्यक्ता .","बालकेन क्रीडा त्यक्ता .","बालकेन क्रीडा त्यक्ता।"
"मनुष्येण नगरम् दृष्टम् .","मनुष्येण नगरम् दृष्टम् .","मनुष्येण नगरं दृष्टम्।"
"बालकैः दुग्धम् पीतम् .","बालकैः दुग्धम् पीतम् .","बालकैः दुग्धं पीतम्।"
"भगवता चन्द्रेण किरणाः प्रेषिताः","भगवता चन्द्रेण किरणाः प्रेषिताः","भगवता चन्द्रेण किरणाः प्रेषिताः।"
"एकदा सा नदी-तीरे स्नान-अर्थम् गता","एकदा सा नदी-तीरे स्नान-अर्थम् गता","एकदा सा नदी-तीरे स्नान-अर्थं गता।"
"एतत् त्वया नैव साधु कृतम्","एतत् त्वया नैव साधु कृतम्","एतत् त्वया नैव साधु कृतम्।"
"सः एवम् चिन्तयन् मित्रम् प्राप्य स-आदरम् अपृच्छत् .","सः एवम् चिन्तयन् मित्रम् प्राप्य स-आदरम् अपृच्छत् .","एवं चिन्तयन् मित्रं प्राप्य स-आदरम् अपृच्छत्।"
"एवम् सकल-जनपदः क्षत्रिय-वधे दक्षितस्य तस्य दुष्ट-आशयस्य वधम् अभिकाङ्क्षन् श्रीकृष्णः भीम_अर्जुन-सहितः तस्य गृहम् विप्र-वेषेण प्रविवेश","एवम् भीम_अर्जुन-सहितः तस्य गृहम् विप्र-वेषेण प्रविवेश सकल-जनपदः क्षत्रिय-वधे दक्षितस्य तस्य दुष्ट-आशयस्य वधम् अभिकाङ्क्षन् श्रीकृष्णः","एवं सकल-जनपदः क्षत्रिय-वधे दक्षितस्य तस्य दुष्ट-आशयस्य वधं अभिकाङ्क्षन् श्रीकृष्णः भीम-अर्जुन-सहितः तस्य गृहं विप्र-वेषेण प्रविवेश।"
"भो भो पान्थाः .","भो भो पान्थाः .","भो भो पान्थाः !।"
"कः त्वम् (अस्ति)","कः त्वम् (अस्ति)","कः त्वम्?।"
"कथम् मया गज-यूथस्य समीपे स्थित्वा वक्तव्यम् .","कथम् मया गज-यूथस्य समीपे स्थित्वा वक्तव्यम् .","कथं मया गज-यूथस्य समीपे स्थित्वा वक्तव्यम्।"
"कदाचित् वर्षासु अपि वृष्टेः अभावात् तृषार्तः गज-यूथः यूथपतिम् आह .","कदाचित् . वर्षासु अपि वृष्टेः अभावात् तृषार्तः गज-यूथः यूथपतिम् आह","कदाचित् वर्षासु अपि वृष्टेः अभावात् तृषार्तः गज-यूथः यूथपतिम् आह।"
"कस्मिंश्चित् काले एकस्याम् राजधान्याम् चिर-युद्ध-प्रसंगात् राज्ञः कोशागारे द्युम्न-संकोचे समुत्पन्ने सः राजा प्रजाभ्यः बलिम् जग्राह .","कस्मिंश्चित् सः राजा प्रजाभ्यः बलिम् जग्राह . काले एकस्याम् राजधान्याम् चिर-युद्ध-प्रसंगात् राज्ञः कोशागारे द्युम्न-संकोचे समुत्पन्ने","कस्मिंश्चित् काले एकस्यां राजधान्यां चिर-युद्ध-प्रसंगात् राज्ञः कोशागारे द्युम्न-संकोचे समुत्पन्ने सः राजा प्रजाभ्यः बलिं जग्राह।"
"मनुष्यैः द्रव्यम् लब्धम् .","मनुष्यैः द्रव्यम् लब्धम् .","मनुष्यैः द्रव्यम् लब्धम्।"
"(अहं) मम स्व-हस्त-स्थम् अपि सुवर्ण-कङ्कणम् यस्मै कस्मैचित् दातुम् इच्छामि","(अहं) मम स्व-हस्त-स्थम् अपि सुवर्ण-कङ्कणम् यस्मै कस्मैचित् दातुम् इच्छामि","मम स्व-हस्त-स्थम् अपि सुवर्ण-कङ्कणं यस्मै कस्मैचिद् दातुं इच्छामि।"
"मम शरीरम् ज्वरेण कृशम् जातम् .","मम शरीरम् ज्वरेण कृशम् जातम् .","मम शरीरं ज्वरेण कृशं जातम्।"
"(त्वम्) कुक्कुरात् बिभेषि .","(त्वम्) कुक्कुरात् बिभेषि .","कुक्कुरात् बिभेषि।"
"मया अत्र प्रतीकारः कर्तव्यः .","मया अत्र प्रतीकारः कर्तव्यः .","मया अत्र प्रतीकारः कर्तव्यः।"
"मया इष्टम् फलम् प्राप्तम् .","मया इष्टम् फलम् प्राप्तम् .","मया इष्टं फलं प्राप्तम्।"
"कुमारेण कण्ठे माला धृता .","कुमारेण कण्ठे माला धृता .","कुमारेण कण्ठे माला धृता।"
"मया तस्य वार्ता अपि न श्रुता .","मया तस्य वार्ता अपि न श्रुता .","मया तस्य वार्ता अपि न श्रुता।"
"कृष्णस्य उपदेशेन अर्जुनस्य मोहः नष्टः .","कृष्णस्य उपदेशेन अर्जुनस्य मोहः नष्टः .","कृष्णस्य उपदेशेन अर्जुनस्य मोहः नष्टः।"
"कः अपि बधिरः स्व-मित्रस्य ज्वर-आर्त्तिम् श्रुत्वा तम् द्रष्टुम् इच्छन् गृहात् प्रस्थितः","कः गृहात् प्रस्थितः अपि बधिरः स्व-मित्रस्य ज्वर-आर्त्तिम् श्रुत्वा तम् द्रष्टुम् इच्छन्","कः अपि बधिरः स्व-मित्रस्य ज्वर-आर्त्तिं  श्रुत्वा, तं द्रष्टुम् इच्छन्, गृहात् प्रस्थितः।"
"महाभाग अस्मासु कः प्रधानः अस्ति इति निर्णयम् कुर्यात् .","महाभाग अस्मासु कः प्रधानः अस्ति इति निर्णयम् कुर्यात् .","महाभाग, अस्मासु प्रधानः कः अस्ति इति निर्णयम् कुर्यात्।"
"गच्छता च तेन आलोचितम्","गच्छता च तेन आलोचितम्","गच्छता च तेन आलोचितम्।"
"जनैः रामस्य चरित्रम् श्रुतम् .","जनैः रामस्य चरित्रम् श्रुतम् ."," जनैः रामस्य चरित्रं श्रुतम्।"
"ज्वर-आर्तः प्रत्यब्रवीत्","ज्वर-आर्तः प्रत्यब्रवीत्","ज्वर-आर्तः प्रत्यब्रवीत्।"
"सः चरणैः मर्दयितुम् उद्युक्तः बभूव .","सः चरणैः मर्दयितुम् उद्युक्तः बभूव .","सः चरणैः मर्दयितुं उद्युक्तः बभूव।"
"ततः शूर साधु साधु इति सर्वे अपि जनाः उच्चैः घोषयन्ति .","ततः घोषयन्ति . शूर साधु साधु इति सर्वे अपि जनाः उच्चैः","ततः शूर साधु साधु  इति सर्वे अपि जनाः उच्चैः घोषयन्ति।"
"ततः तम् उपकारकम् नकुलम् निरीक्ष्य भावित-चेता सः परम् विषादम् गतः .","ततः गतः . तम् उपकारकम् नकुलम् निरीक्ष्य भावित-चेता सः परम् विषादम्","ततः तं उपकारकं नकुलं निरीक्ष्य भावित-चेता सः परं विषादं गतः।"
"ततः तेन नकुलेन बालकस्य समीपम् आगच्छन् कृष्ण-सर्पः दृष्ट्वा व्यापादितः खण्डितः च .","ततः खण्डितः च . तेन नकुलेन बालकस्य समीपम् आगच्छन् कृष्ण-सर्पः दृष्ट्वा व्यापादितः"," ततः तेन नकुलेन बालकस्य समीपम् आगच्छन् कृष्ण-सर्पः दृष्ट्वा व्यापादितः खण्डितः च।"
"ततः तेन मुनिना कुक्कुरः व्याघ्रः कृतः .","ततः तेन मुनिना कुक्कुरः व्याघ्रः कृतः .","ततः तेन मुनिना कुक्कुरः व्याघ्रः कृतः।"
"ततः सः महान्तम् संक्षोभम् कुर्वन् राजमार्गम् अवतीर्णः .","ततः सः महान्तम् संक्षोभम् कुर्वन् राजमार्गम् अवतीर्णः .","ततः सः महान्तं संक्षोभं कुर्वन् राजमार्गम् अवतीर्णः।"
"ततः सः विप्रः तथाविधम् तम् दृष्ट्वा बालकः अनेन खादितः इति अवधार्य नकुलम् व्यापादितवान् .","ततः इति अवधार्य नकुलम् व्यापादितवान् . सः विप्रः तथाविधम् तम् दृष्ट्वा बालकः अनेन खादितः","ततः सः  विप्रः तथाविधं तं दृष्ट्वा बालकः अनेन खादितः इति अवधार्य नकुलं व्यापादितवान्।"
"मुनिना व्याघ्रः मूषकत्वम् नीतः .","मुनिना व्याघ्रः मूषकत्वम् नीतः .","मुनिना व्याघ्रः मूषकत्वं नीतः।"
"ततः सः मार्जारः जातः .","ततः सः मार्जारः जातः .","ततः सः मार्जारः जातः।"
"मूल्यम् अ-दत्वा एव तेन धान्यम् आनीतम् .","मूल्यम् अ-दत्वा एव तेन धान्यम् आनीतम् .","मूल्यम् अ-दत्वा एव तेन धान्यम् आनीतम्।"
"ततः नरपतिः दूरम् गत्वा वनम् दर्शितवान् .","ततः नरपतिः दूरम् गत्वा वनम् दर्शितवान् .","ततः नरपतिः दूरं गत्वा वनं दर्शितवान्।"
"ततः मुनिना उक्तम्","ततः मुनिना उक्तम्","ततः मुनिना उक्तम्।"
"ततः मुनिना तत् ज्ञात्वा पुनः (त्वम्) मूषकः भव इति उक्त्वा मूषकः एव कृतः","ततः उक्त्वा मूषकः एव कृतः मुनिना तत् ज्ञात्वा पुनः (त्वम्) मूषकः भव इति","ततः मुनिना तत्  ज्ञात्वा पुनः मूषकः भव  इति उक्त्वा मूषकः एव कृतः।"
"ततः रात्रौ यूथ-पतिम् नीत्वा जले चञ्चलम् चन्द्र-बिम्बम् दर्शयित्वा राजा यूथ-पतिम् प्रणमति","ततः यूथ-पतिम् प्रणमति रात्रौ यूथ-पतिम् नीत्वा जले चञ्चलम् चन्द्र-बिम्बम् दर्शयित्वा राजा","ततः रात्रौ यूथ-पतिं नीत्वा जले चञ्चलं चन्द्र-बिम्बं दर्शयित्वा यूथ-पतिः प्रणामं कारितः।"
"ततः लोभ-आकृष्टेन केनचित् पान्थेन आलोचितम् .","ततः लोभ-आकृष्टेन केनचित् पान्थेन आलोचितम् .","ततः लोभ-आकृष्टेन केनचित् पान्थेन आलोचितम्।"
"ततः हस्ति-राजः न अति-दूरम् गत्वा निर्मलम् ह्रदम् दर्शितवान् .","ततः हस्ति-राजः न अति-दूरम् गत्वा निर्मलम् ह्रदम् दर्शितवान् .","ततः हस्ति-राजः न अति-दूरं गत्वा निर्मलं ह्रदं दर्शितवान्।"
"मृगः अरण्ये मृतः .","मृगः अरण्ये मृतः .","मृगः अरण्ये मृतः।"
"ततः असौ प्रतिज्ञाय चलितः","ततः असौ प्रतिज्ञाय चलितः","ततः असौ प्रतिज्ञाय चलितः।"
"तत् कृतम् प्रयाण-आयासेन .","तत् कृतम् प्रयाण-आयासेन .","तत् कृतं प्रयाण-आयासेन।"
"केनचित् धार्मिकेण अहम् आदिष्टः","केनचित् धार्मिकेण अहम् आदिष्टः","केनचित् धार्मिकेण अहम् आदिष्टः।"
"क्रमशः उपक्रम्य निश्चीयताम् कः प्रधानः (अस्ति) इति .","क्रमशः उपक्रम्य निश्चीयताम् कः प्रधानः (अस्ति) इति .","क्रमशः उपक्रम्य निश्चीयतां कः प्रधान इति।"
"तेन युक्तः न कृतः .","तेन युक्तः न कृतः .","तेन युक्तः न कृतः।"
"यद् मया भद्रम् न कृतम् तद् चोरः चोरितवान् .","यद् मया भद्रम् न कृतम् तद् चोरः चोरितवान् .","यद् मया भद्रं न कृतं तद् चोरः चोरितवान्।"
"तत्र वर्तमानाभिः ताभिः संहतिः कृता .","तत्र वर्तमानाभिः ताभिः संहतिः कृता .","तत्र वर्तमानाभिः ताभिः संहतिः कृता।"
"सः तथा कृत्वा गतः .","सः तथा कृत्वा गतः .","सः तथा कृत्वा गतः।"
"तथापि व्याघ्रः मानुषम् खादति इति लोक-अपवादः निवारणीयः","तथापि व्याघ्रः मानुषम् खादति इति लोक-अपवादः निवारणीयः","तथापि व्याघ्रः मानुषं खादति इति लोक-अपवादः निवारणीयः।"
"तदा न साधु कृतम् अस्माभिः इति सर्वेषाम् चक्षुषी उन्मीलिते .","तदा . न साधु कृतम् अस्माभिः इति सर्वेषाम् चक्षुषी उन्मीलिते","तदा न साधु कृतं अस्माभिः इति सर्वेषां चक्षुषी उन्मीलिते।"
"तदा परिव्राजकम् परित्रातुम् दृढ-मतिम् अकरवम् .","तदा परिव्राजकम् परित्रातुम् दृढ-मतिम् अकरवम् .","तदा परिव्राजकं परित्रातुं दृढ-मतिम् अकरवम्।"
"तदा सः कुक्कुरः जातः","तदा सः कुक्कुरः जातः","तदा सः कुक्कुरः जातः।"
"तद् आकर्ण्य प्रसन्न-अन्तराः सर्वे अपि तथा कर्तुम् प्रतिश्रुतवन्तः .","तद् आकर्ण्य प्रसन्न-अन्तराः सर्वे अपि तथा कर्तुम् प्रतिश्रुतवन्तः .","तद् आकर्ण्य प्रसन्न-अन्तराः सर्वे अपि तथा कर्तुं प्रतिश्रुतवन्तः।"
"तद् आकर्ण्य राजा क्रोधम् प्राप्तः .","तद् आकर्ण्य राजा क्रोधम् प्राप्तः .","तद् आकर्ण्य राजा क्रोधं प्राप्तः।"
"तद् उपदेशात् इदानीम् अहम् स्नान-शीलम् दातारम् वृद्धम् गलित-नख-दन्तम् कथम् न विश्वसन् करोमि .","तद् न विश्वसन् करोमि . उपदेशात् इदानीम् अहम् स्नान-शीलम् दातारम् वृद्धम् गलित-नख-दन्तम् कथम्","तद् उपदेशात् इदानीम् अहं स्नान-शीलम् दातारम् वृद्धम् गलित-नख-दन्तम् कथं न विश्वसन् करोमि।"
"तम् अहम् गृहीत्वा इमम् वृत्तान्तम् आर्यायै निवेदयितुम् आगतः .","तम् अहम् गृहीत्वा इमम् वृत्तान्तम् आर्यायै निवेदयितुम् आगतः .","तम् अहं गृहीत्वा इमं वृत्तान्तम् आर्यायै निवेदयितुम् आगतः।"
"तर्हि गन्तव्यम् .","तर्हि गन्तव्यम् .","तर्हि गन्तव्यम्।"
"तस्मिन् राज्ये कः अपि सुखम् प्राप्तवान् .","तस्मिन् राज्ये कः अपि सुखम् प्राप्तवान् .","तस्मिन् राज्ये कः अपि सुखं प्राप्तवान्।"
"तस्य भार्या प्रसूता (आसीत्)","तस्य भार्या प्रसूता (आसीत्)","तस्य भार्या प्रसूता।"
"तस्य भार्या स्नानम् कृत्वा शीघ्रम् एव गृहम् आगता .","तस्य भार्या स्नानम् कृत्वा शीघ्रम् एव गृहम् आगता .","तस्य भार्या स्नानं कृत्वा शीघ्रम् एव गृहम् आगता।"
"तस्य व्यय-उपयोगाय धनम् न शीर्यते .","तस्य व्यय-उपयोगाय धनम् न शीर्यते .","तस्य व्यय-उपयोगाय धनं न शीर्यते।"
"तस्य हस्तात् माला पतिता .","तस्य हस्तात् माला पतिता .","तस्य हस्तात् माला पतिता।"
"ताः अयम् उपद्रवः अस्ति इति गणयित्वा नगरात् बहिः आवासम् रचयामासुः .","ताः रचयामासुः . अयम् उपद्रवः अस्ति इति गणयित्वा नगरात् बहिः आवासम्","ताः उपद्रवः अयम् इति गणयित्वा नगरात् बहिः आवासं रचयामासुः।"
"ताः मिथः वयम् क्लिश्नीमः .","ताः मिथः वयम् क्लिश्नीमः .","ताः मिथः वयं क्लिश्नीमः।"
"तावत् महा-पङ्के निमग्नः सः पालयितुम् अक्षमः अस्ति .","तावत् महा-पङ्के निमग्नः सः पालयितुम् अक्षमः अस्ति .","तावत् महा-पङ्के निमग्नः सः पलायितुम् अक्षमः अस्ति।"
"तेन आश्रम-सन्निधाने मूषक-शावकः काक-मुखाद् भ्रष्टः दृष्टः .","तेन आश्रम-सन्निधाने मूषक-शावकः काक-मुखाद् भ्रष्टः दृष्टः .","तेन आश्रम-सन्निधाने मूषक-शावकः काक-मुखाद् भ्रष्टः दृष्टः।"
"तेन कर्णयोः अलंकारौ धृतौ .","तेन कर्णयोः अलंकारौ धृतौ .","तेन कर्णयोः अलंकारौ धृतौ।"
"तेन चौरः गल-हस्तिकया गृहात् बहिः नीतः .","तेन चौरः गल-हस्तिकया गृहात् बहिः नीतः ."," तेन चौरः गल-हस्तिकया गृहात् बहिः नीतः ।"
"तेन ततः कः अपि परिव्राजकः मिलितः .","तेन ततः कः अपि परिव्राजकः मिलितः .","तेन ततः कः अपि परिव्राजकः मिलितः।"
"तेन बहवः क्षत्रियाः कारा-गृहे स्थापिताः (सन्ति) .","तेन बहवः क्षत्रियाः कारा-गृहे स्थापिताः (सन्ति) .","तेन बहवः क्षत्रियाः कारागृहे स्थापिताः।"
"यतः सः पुरुषः दुर्ग-प्रदेशात् आगतः","यतः सः पुरुषः दुर्ग-प्रदेशात् आगतः","यतः सः पुरुषः दुर्ग-प्रदेशात् आगतः।"
"त्वम् एव कुक्कुरः भव .","त्वम् एव कुक्कुरः भव .","त्वम् एव कुक्कुरः भव।"
"त्वया सुखम् प्राप्तम् .","त्वया सुखम् प्राप्तम् .","त्वया सुखं प्राप्तम्।"
