"padacchedah","anvaya","spart"
"उरः-कण्ठ-शिरः-क्लोम-पर्वाणि आम-आशयः रसः मेदः घ्राणम् च जिह्वा च कफस्य (स्थानम्) (भवति) सुतराम् उरः (भवति) (कफस्य) (स्थानम्) .","उरः-कण्ठ-शिरः-क्लोम-पर्वाणि आम-आशयः रसः मेदः घ्राणम् च जिह्वा च कफस्य (स्थानम्) (भवति) उरः (कफस्य) सुतराम् (स्थानम्) (भवति) ."," उरःकण्ठशिरःक्लोमपर्वाण्यामाशयो रसः।# मेदो घ्राणं च जिह्वा च कफस्य सुतरामुरः॥३॥"
"प्राण-आदि-भेदात् पञ्च-आत्मा वायुः (भवति) .","प्राण-आदि-भेदात् वायुः पञ्च-आत्मा (भवति) ."," प्राणादिभेदात्पञ्चात्मा वायुः ...............।"
"प्राणः अत्र मूर्ध-गः (भवति) उरः-कण्ठ-चरः बुद्धि-हृदय-इन्द्रिय-चित्त-धृक् ष्ठीवन-क्षवथु-उद्गार-निःश्वास-अन्न-प्रवेश-कृत् (च) .","अत्र प्राणः मूर्ध-गः उरः-कण्ठ-चरः बुद्धि-हृदय-इन्द्रिय-चित्त-धृक् ष्ठीवन-क्षवथु-उद्गार-निःश्वास-अन्न-प्रवेश-कृत् (च) (भवति) ."," .................... प्राणोऽत्र मूर्धगः।# उरःकण्ठचरो बुद्धिहृदयेन्द्रियचित्तधृक्॥४॥# ष्ठीवनक्षवथूद्गारनिःश्वासान्नप्रवेशकृत्।"
"उरः स्थानम् उदानस्य नासा-नाभि-गलान् चरेत् वाक्-प्रवृत्ति-प्रयत्न-ऊर्जा-बल-वर्ण-स्मृति-क्रियः (भवति) (उदानः) .","उदानस्य स्थानम् उरः (भवति) वाक्-प्रवृत्ति-प्रयत्न-ऊर्जा-बल-वर्ण-स्मृति-क्रियः (उदानः) नासा-नाभि-गलान् चरेत् ."," उरः स्थानमुदानस्य नासानाभिगलांश्चरेत्॥५॥# वाक्प्रवृत्तिप्रयत्नोर्जाबलवर्णस्मृतिक्रियः।"
"व्यानः हृदि स्थितः कृत्स्न-देह-चारी महा-जवः; गति-अपक्षेपण-उत्क्षेप-निमेष-उन्मेषण-आदिकाः प्रायः सर्वाः क्रियाः तस्मिन् (व्याने) प्रतिबद्धाः शरीरिणाम् .","कृत्स्न-देह-चारी महा-जवः व्यानः हृदि स्थितः; प्रायः तस्मिन् (व्याने) शरीरिणाम् गति-अपक्षेपण-उत्क्षेप-निमेष-उन्मेषण-आदिकाः सर्वाः क्रियाः प्रतिबद्धाः ."," व्यानो हृदि स्थितः कृत्स्नदेहचारी महाजवः॥६॥# गत्यपक्षेपणोत्क्षेपनिमेषोन्मेषणादिकाः।# प्रायः सर्वाः क्रियास्तस्मिन् प्रतिबद्धाः शरीरिणाम्॥७॥"
"समानः अग्नि-समीप-स्थः कोष्ठे चरति सर्वतः अन्नम् गृह्णाति पचति विवेचयति मुञ्चति (च) .","अग्नि-समीप-स्थः समानः सर्वतः कोष्ठे चरति अन्नम् गृह्णाति पचति विवेचयति मुञ्चति (च) ."," समानोऽग्निसमीपस्थः कोष्ठो चरति सर्वतः।# अन्नं गृह्णाति पचति विवेचयति मुञ्चति॥८॥"
"अपानः अपान-गः श्रोणि-बस्ति-मेढ्र-उरू-गो-चरः शुक्र-आर्तव-शकृत्-मूत्र-गर्भ-निष्क्रमण-क्रियः (च) (भवति)","अपानः अपान-गः श्रोणि-बस्ति-मेढ्र-उरू-गो-चरः शुक्र-आर्तव-शकृत्-मूत्र-गर्भ-निष्क्रमण-क्रियः (च) (भवति)"," अपानोऽपानगः श्रोणिबस्तिमेढ्रोरुगोचरः।# शुक्रार्तवशकृन्मूत्रगर्भनिष्क्रमणक्रियः॥९॥"
"पित्तम् पञ्च-आत्मकम् (भवति) .","पित्तम् पञ्च-आत्मकम् (भवति) ."," पित्तं पञ्चात्मकम् ....................।"
"तत्र (यत्) पक्व-आम-आशय-मध्य-गम् पञ्च-भूत-आत्मकत्वे (सति) अपि यत् तैजस-गुण-उदयात् त्यक्त-द्रवत्वम् (भवति) पाक-आदि-कर्मणा अनल-शब्दितम् (च) (भवति) पचति अन्नम् (यत्) विभजते सार-किट्टौ पृथक् तथा (यत्) तत्र-स्थम् एव पित्तानाम् शेषाणाम् अपि अनुग्रहम् करोति बल-दानेन पाचकम् नाम तत् स्मृतम् .","आम-तत्र (यत्) पक्व-आशय-मध्य-गम् पाक-आदि-कर्मणा अनल-शब्दितम् (च) (भवति) यत् पञ्च-भूत-आत्मकत्वे (सति) अपि तैजस-गुण-उदयात् त्यक्त-द्रवत्वम् (भवति) (यत्) अन्नम् पचति तथा सार-किट्टौ पृथक् विभजते शेषाणाम् पित्तानाम् अपि (यत्) तत्र-स्थम् एव बल-दानेन अनुग्रहम् करोति तत् पाचकम् नाम स्मृतम् .",".............. तत्र पक्वामाशयमध्यगम्।# पञ्चभूतात्मकत्वेऽपि यत्तैजसगुणोदयात्॥१०॥# त्यक्तद्रवत्वं पाकादिकर्मणाऽनलशब्दितम्।# पचत्यन्नं विभजते सारकिट्टौ पृथक् तथा॥११॥#तत्रस्थमेव पित्तानां शेषाणामप्यनुग्रहम्।# करोति बलदानेन पाचकं नाम तत्स्मृतम्॥१२॥"
"आमाशय-आश्रयम् पित्तम् रञ्जकम् रस-रञ्जनात् (स्मृतम्) .","आमाशय-आश्रयम् पित्तम् रस-रञ्जनात् रञ्जकम् (स्मृतम्) ."," आमाशयाश्रयं पित्तं रञ्जकं रसरञ्जनात्।"
"बुद्धि-मेधा-अभिमान-आद्यैः अभिप्रेत-अर्थ-साधनात् साधकम् हृद्-गतम् पित्तम् (स्मृतम्) .","हृद्-गतम् पित्तम् बुद्धि-मेधा-अभिमान-आद्यैः अभिप्रेत-अर्थ-साधनात् साधकम् (स्मृतम्) .","बुद्धिमेधाभिमानाद्यैरभिप्रेतार्थसाधनात्॥१३॥# साधकं हृद्गतं पित्तम् ..............।"
"रूप-आलोचनतः स्मृतम् दृक्-स्थम् आलोचकम् .","दृक्-स्थम् रूप-आलोचनतः आलोचकम् स्मृतम् .","................. रूपालोचनतः स्मृतम्।# दृक्स्थमालोचकं ................॥१४॥"
"त्वक्-स्थम् भ्राजकम् भ्राजनात् त्वचः (स्मृतम्) .","त्वचः भ्राजनात् त्वक्-स्थम् भ्राजकम् (स्मृतम्) .","............ त्वक्स्थं भ्राजकं भ्राजनात्त्वचः॥१४॥"
"श्लेष्मा तु पञ्चधा (भवति) .","श्लेष्मा तु पञ्चधा (भवति) ."," श्लेष्मा तु पञ्चधा ....................।"
"उरः-स्थः सः त्रिकस्य स्व-वीर्यतः हृदयस्य अन्न-वीर्यात् च (अवलम्बनम्) (करोति) (अवलम्बनम्) (करोति); तत्-स्थः एव अम्बु-कर्मणा कफ-धाम्नाम् च शेषाणाम् यत् करोति अवलम्बनम् . अतः श्लेष्मा अवलम्बकः (उच्यते)","उरः-स्थः सः स्व-वीर्यतः त्रिकस्य (अवलम्बनम्) (करोति) अन्न-वीर्यात् हृदयस्य च (अवलम्बनम्) (करोति); तत्-स्थः एव अम्बु-कर्मणा कफ-धाम्नाम् शेषाणाम् च यत् अवलम्बनम् करोति . अतः श्लेष्मा अवलम्बकः (उच्यते)"," ........... उरःस्थः स त्रिकस्य स्ववीर्यतः।# हृदयस्यान्नवीर्याच्च तत्स्थ एवाम्बुकर्मणा॥१५॥#कफधाम्नां च शेषाणां यत्करोत्यबलम्बनम्।# अतोऽवलम्बकः श्लेष्मा ................॥१६॥"
"यः तु आमाशय-संस्थितः क्लेदकः सः अन्न-सङ्घात-क्लेदनात् (स्मृतः) .","यः तु आमाशय-संस्थितः सः अन्न-सङ्घात-क्लेदनात् क्लेदकः (स्मृतः) ."," .................. यस्त्वामाशयसंस्थितः॥१६॥#क्लेदकः सोऽन्नसङ्घातक्लेदनात् ............।"
"रस-बोधनात् बोधकः रसना-स्थायी (स्मृतः) .","रस-बोधनात् रसना-स्थायी बोधकः (स्मृतः) .","................. रसबोधनात्।# बोधको रसनास्थायी ...................॥१७॥"
"शिरः-संस्थः अक्ष-तर्पणात् तर्पकः (स्मृतः) .","अक्ष-तर्पणात् शिरः-संस्थः तर्पकः (स्मृतः) .","....................  शिरःसंस्थोऽक्षतर्पणात्॥१७॥#तर्पकः .......................।"
"सन्धि-संश्लेषात् श्लेषकः (स्मृतः) सन्धिषु स्थितः .","सन्धि-संश्लेषात् सन्धिषु स्थितः श्लेषकः (स्मृतः) .","...... सन्धिसंश्लेषाच्छ्लेषकः सन्धिषु स्थितः।"
"इति प्रायेण दोषाणाम् स्थानानि अ-विकृत-आत्मनाम् व्यापिनाम् अपि जानीयात् कर्माणि च पृथक् पृथक् (जानीयात्) .","इति प्रायेण विकृत-आत्मनाम् व्यापिनाम् अ-अपि दोषाणाम् स्थानानि जानीयात् कर्माणि च पृथक् पृथक् (जानीयात्) .","इति प्रायेण दोषाणां स्थानान्यविकृतात्मनाम्॥१८॥#व्यापिनामपि जानीयात्कर्माणि च पृथक्पृथक्।"
"उष्णेन युक्ताः रूक्ष-आद्याः वायोः कुर्वन्ति सञ्चयम्; (रूक्ष-आद्याः) शीतेन कोपम् (कुर्वन्ति) उष्णेन च शमम् (कुर्वन्ति) स्निग्ध-आदयः गुणाः (युक्ताः) (युक्ताः) .","उष्णेन युक्ताः रूक्ष-आद्याः वायोः सञ्चयम् कुर्वन्ति; शीतेन (युक्ताः) (रूक्ष-आद्याः) कोपम् (कुर्वन्ति) उष्णेन (युक्ताः) स्निग्ध-आदयः गुणाः च शमम् (कुर्वन्ति) .","उष्णेन युक्ता रूक्षाद्या वायोः कुर्वन्ति सञ्चयम्॥१९॥#शीतेन कोपमुष्णेन शमं स्निग्धादयो गुणाः।"
"शीतेन युक्ताः तीक्ष्ण-आद्याः चयम् पित्तस्य कुर्वते; (तीक्ष्ण-आद्याः) उष्णेन कोपम् (कुर्वते) (युक्ताः) मन्द-आद्याः शमम् (कुर्वते) शीत-उपसंहिताः .","शीतेन युक्ताः तीक्ष्ण-आद्याः पित्तस्य चयम् कुर्वते; उष्णेन (युक्ताः) (तीक्ष्ण-आद्याः) कोपम् (कुर्वते) शीत-उपसंहिताः मन्द-आद्याः शमम् (कुर्वते) ."," शीतेन युक्तास्तीक्ष्णाद्याश्चयं पित्तस्य कुर्वते॥२०॥#उष्णेन कोपं मन्दाद्याः शमं शीतोपसंहिताः।"
"शीतेन युक्ताः स्निग्ध-आद्याः कुर्वते श्लेष्मणः चयम्; (युक्ताः) उष्णेन कोपम् (कुर्वते) (स्निग्ध-आद्याः) तेन एव गुणाः रूक्ष-आदयः शमम् (कुर्वते) (युक्ताः) .","शीतेन युक्ताः स्निग्ध-आद्याः श्लेष्मणः चयम् कुर्वते; उष्णेन (युक्ताः) (स्निग्ध-आद्याः) कोपम् (कुर्वते) तेन एव (युक्ताः) रूक्ष-आदयः गुणाः शमम् (कुर्वते) .","शीतेन युक्ताः स्निग्धाद्याः कुर्वते श्लेष्मणश्चयम्॥२१॥#उष्णेन कोपं तेनैव गुणा रूक्षादयः शमम्।"
"चयः वृद्धिः स्व-धाम्नि एव (उच्यते) प्रद्वेषः वृद्धि-हेतुषु विपरीत-गुण-इच्छा च (भवति) .","स्व-धाम्नि एव वृद्धिः चयः (उच्यते) वृद्धि-हेतुषु प्रद्वेषः विपरीत-गुण-इच्छा च (भवति) ."," चयो वृद्धिः स्वधाम्न्येव प्रद्वेषो वृद्धिहेतुषु॥२२॥# विपरीतगुणेच्छा च ................।"
"कोपः तु उन्मार्ग-गामिता (उच्यते); लिङ्गानाम् दर्शनम् स्वेषाम् अ-स्वास्थ्यम् रोग-सम्भवः स्व-स्थान-स्थस्य समता विकार-अ-सम्भवः शमः (च) (भवति) (च) (भवति) .","उन्मार्ग-गामिता तु कोपः (उच्यते); लिङ्गानाम् दर्शनम् स्वेषाम् अ-स्वास्थ्यम् (च) रोग-सम्भवः (भवति) स्व-स्थान-स्थस्य समता विकार-अ-सम्भवः (च) शमः (भवति) .",".................... कोपस्तून्मार्गगामिता।#लिङ्गानां दर्शनं स्वेषामस्वास्थ्यं रोगसम्भवः॥२३॥# स्वस्थानस्थस्य समता विकारासम्भवः शमः।"
"चय-प्रकोप-शमाः वायोः ग्रीष्म-आदिषु त्रिषु (जायन्ते); वर्षा-आदिषु तु (त्रिषु) पित्तस्य (चय-प्रकोप-प्रशमाः) (जायन्ते) श्लेष्मणः शिशिर-आदिषु (त्रिषु) (चय-प्रकोप-प्रशमाः) (जायन्ते) .","ग्रीष्म-आदिषु त्रिषु वायोः चय-प्रकोप-शमाः (जायन्ते); वर्षा-आदिषु तु (त्रिषु) पित्तस्य (चय-प्रकोप-प्रशमाः) (जायन्ते) शिशिर-आदिषु (त्रिषु) श्लेष्मणः (चय-प्रकोप-प्रशमाः) (जायन्ते) ."," चयप्रकोपप्रशमा वायोर्ग्रीष्मादिषु त्रिषु॥२४॥#वर्षादिषु तु पित्तस्य श्लेष्मणः शिशिरादिषु।"
"चीयते लघु-रूक्षाभिः ओषधीभिः समीरणः; तद्-विधः तद्-विधे देहे कालस्य औष्ण्यात् (समीरणः) न कुप्यति; अद्भिः अम्ल-विपाकाभिः ओषधीभिः च तादृशम् पित्तम् याति चयम् कोपम् न तु कालस्य शैत्यतः (याति); चीयते स्निग्ध-शीताभिः उदक-औषधिभिः कफः तुल्ये अपि काले देहे च स्कन्नत्वात् न प्रकुप्यति (कफः) .","लघु-रूक्षाभिः ओषधीभिः समीरणः चीयते; तद्-विधः (समीरणः) तद्-विधे देहे कालस्य औष्ण्यात् न कुप्यति; अम्ल-विपाकाभिः अद्भिः ओषधीभिः च तादृशम् पित्तम् चयम् याति कालस्य शैत्यतः तु कोपम् न (याति); स्निग्ध-शीताभिः उदक-औषधिभिः कफः चीयते काले देहे च तुल्ये अपि स्कन्नत्वात् (कफः) न प्रकुप्यति .","चीयते लघुरूक्षाभिरोषधीभिः समीरणः॥२५॥#तद्विधस्तद्विधे देहे कालस्यौष्ण्यान्न कुप्यति।# अद्भिरम्लविपाकाभिरोषधीभिश्च तादृशम्॥२६॥# पित्तं याति चयं कोपं न तु कालस्य शैत्यतः।#चीयते स्निग्धशीताभिरुदकौषधिभिः कफः॥२७॥# तुल्येऽपि काले देहे च स्कन्नत्वान्न प्रकुप्यति।"
"इति काल-स्वभावः अयम् आहार-आदि-वशात् पुनः (भवति) चय-आदीन् यान्ति सद्यः अपि दोषाः काले अपि वा न तु (यान्ति) .","इति अयम् काल-स्वभावः (भवति) आहार-आदि-वशात् तु पुनः दोषाः सद्यः अपि चय-आदीन् यान्ति काले अपि वा न (यान्ति) ."," इति कालस्वभावोऽयमाहारादिवशात्पुनः॥२८॥# चयादीन् यान्ति सद्योऽपि दोषाः कालेऽपि वा न तु।"
"व्याप्नोति सहसा देहम् आ-पादतल-मस्तकम् निवर्तते तु कुपितः मलः अल्प-अल्पम् जल-ओघवत् .","कुपितः मलः सहसा आ-पादतल-मस्तकम् देहम् व्याप्नोति अल्प-अल्पम् तु जल-ओघवत् निवर्तते ."," व्याप्नोति सहसा देहमापादतलमस्तकम्॥२९॥# निवर्तते तु कुपितो मलोऽल्पाल्पं जलौघवत्।"
"नाना-रूपैः अ-सङ्ख्येयैः विकारैः कुपिताः मलाः तापयन्ति तनुम्; तस्मात् तत् हेतु-आकृति-साधनम् शक्यम् न एकैकशः वक्तुम् अतः सामान्यम् उच्यते .","कुपिताः मलाः नाना-रूपैः अ-सङ्ख्येयैः विकारैः तनुम् तापयन्ति; तस्मात् तत् हेतु-आकृति-साधनम् एकैकशः वक्तुम् न शक्यम् अतः सामान्यम् उच्यते ."," नानारूपैरसङ्ख्येयैर्विकारैः कुपिता मलाः॥३०॥#तापयन्ति तनुं तस्मात्तद्धेत्वाकृतिसाधनम्।# शक्यं नैकैकशो वक्तुमतः सामान्यमुच्यते॥३१॥"
"दोषाः एव हि सर्वेषाम् रोगाणाम् एक-कारणम् सन्ति; यथा पक्षी परिपतन् सर्वतः सर्वम् अपि अहः छायाम् अत्येति न आत्मीयाम्; यथा वा कृत्स्नम् अपि अदः विकार-जातम् विविधम् त्रीन् गुणान् न अतिवर्तते; तथा स्व-धातु-वैषम्य-निमित्तम् अपि सर्वदा विकार-जातम् त्रीन् दोषान् (न) (अतिवर्तते) .","दोषाः एव हि सर्वेषाम् रोगाणाम् एक-कारणम् सन्ति; यथा पक्षी सर्वतः सर्वम् अहः परिपतन् अपि आत्मीयाम् छायाम् न अत्येति; यथा वा कृत्स्नम् विकार-जातम् विविधम् अदः अपि त्रीन् गुणान् न अतिवर्तते; तथा स्व-धातु-वैषम्य-निमित्तम् अपि विकार-जातम् सर्वदा त्रीन् दोषान् (न) (अतिवर्तते) ."," दोषा एव हि सर्वेषां रोगाणामेककारणम्।# यथा पक्षी परिपतन् सर्वतः सर्वमप्यहः॥३२॥#छायामत्येति नात्मीयां यथा वा कृत्स्नमप्यदः।# विकारजातं विविधं त्रीन् गुणान्नातिवर्तते॥३३॥#तथा स्वधातुवैषम्यनिमित्तमपि सर्वदा।# विकारजातं त्रीन्दोषान् ..............॥३४॥"
"तेषाम् कोपे तु कारणम् (भवति) अर्थैः अ-साम्यैः संयोगः कालः कर्म च दुष्कृतम्; हीन-अति-मिथ्या-योगेन भिद्यते तत् पुनः त्रिधा .","तेषाम् कोपे तु अ-साम्यैः अर्थैः संयोगः कालः दुष्कृतम् च कर्म कारणम् (भवति); हीन-अति-मिथ्या-योगेन तत् पुनः त्रिधा भिद्यते .",".................. तेषां कोपे तु कारणम्॥३४॥# अर्थैरसात्म्यैः संयोगः कालः कर्म च दुष्कृतम्।# हीनातिमिथ्यायोगेन भिद्यते तत्पुनस्त्रिधा॥३५॥"
"हीनः अर्थेन इन्द्रियस्य अल्पः संयोगः स्वेन न एव वा (अस्ति); अति-योगः अति-संसर्गः (भवति); सूक्ष्म-भासुर-भैरवम् अति-आसन्न-अति-दूर-स्थम् वि-प्रियम् विकृत-आदि च यद् अक्ष्णा वीक्ष्यते रूपम् मिथ्या-योगः सः दारुणः (अस्ति); एवम् अति-उच्च-पूति-आदीन् इन्द्रिय-अर्थान् यथायथम् विद्यात् .","इन्द्रियस्य स्वेन अर्थेन अल्पः न एव वा संयोगः हीनः (अस्ति); अति-योगः अति-संसर्गः (भवति); सूक्ष्म-भासुर-भैरवम् अति-आसन्न-अति-दूर-स्थम् वि-प्रियम् विकृत-आदि च यद् रूपम् अक्ष्णा वीक्ष्यते सः दारुणः मिथ्या-योगः (अस्ति); एवम् अति-उच्च-पूति-आदीन् इन्द्रिय-अर्थान् यथायथम् विद्यात् ."," हीनोऽर्थेनेन्द्रियस्याल्पः संयोगः स्वेन नैव वा।#अतियोगोऽतिसंसर्गः सूक्ष्मभासुरभैरवम्॥३६॥# अत्यासन्नातिदूरस्थं विप्रियं विकृतादि च।# यदक्ष्णा वीक्ष्यते रूपं मिथ्यायोगः स दारुणः॥३७॥#एवमत्युच्चपूत्यादीनिन्द्रियार्थान् यथायथम्।# विद्यात् ..........................॥३८॥"
"कालः तु शीत-उष्ण-वर्षा-भेदात् त्रिधा मतः .","कालः तु शीत-उष्ण-वर्षा-भेदात् त्रिधा मतः ."," ......... कालस्तु शीतोष्णवर्षाभेदात्त्रिधा मतः॥३८॥"
"सः हीनः हीन-शीत-आदिः (अस्ति) अति-योगः अति-लक्षणः (अस्ति); मिथ्या-योगः तु निर्दिष्टः विपरीत-स्व-लक्षणः .","सः हीन-शीत-आदिः हीनः (अस्ति) अति-लक्षणः अति-योगः (अस्ति); विपरीत-स्व-लक्षणः तु मिथ्या-योगः निर्दिष्टः ."," स हीनो हीनशीतादिरतियोगोऽतिलक्षणः।# मिथ्यायोगस्तु निर्दिष्टो विपरीतस्वलक्षणः॥३९॥"
"काय-वाक्-चित्त-भेदेन कर्म अपि विभजेत् त्रिधा .; काय-आदि-कर्मणः हीना प्रवृत्तिः हीन-संज्ञकः (भवति) .; अति-योगः अति-वृत्तिः तु (भवति) वेग-उदीरण-धारणम् विषम-अङ्ग-क्रिया-आरम्भ-पतन-स्खलन-आदिकम् भाषणम् सामि-भुक्तस्य राग-द्वेष-भय-आदि च कर्म प्राण-अतिपात-आदि दशधा यत् च निन्दितम् मिथ्या-योगः समस्तः असौ इह वा अमुत्र वा कृतम् (भवति) .","काय-वाक्-चित्त-भेदेन कर्म अपि त्रिधा विभजेत् .; काय-आदि-कर्मणः हीना प्रवृत्तिः हीन-संज्ञकः (भवति) .; अति-वृत्तिः तु अति-योगः (भवति) वेग-उदीरण-धारणम् विषम-अङ्ग-क्रिया-आरम्भ-पतन-स्खलन-आदिकम् सामि-भुक्तस्य भाषणम् राग-द्वेष-भय-आदि प्राण-अतिपात-आदि च दशधा यत् कर्म च निन्दितम् इह वा अमुत्र वा कृतम् असौ समस्तः मिथ्या-योगः (भवति) ."," कायवाक्चित्तभेदेन कर्मापि विभजेत्त्रिधा।# कायादिकर्मणो हीना प्रवृत्तिर्हीनसंज्ञकः॥४०॥#अतियोगोऽतिवृत्तिस्तु वेगोदीरणधारणम्।# विषमाङ्गक्रियारम्भपतनस्खलनादिकम्॥४१॥#भाषणं सामिभुक्तस्य रागद्वेषभयादि च।# कर्म प्राणातिपातादि दशधा यच्च निन्दितम्॥४२॥# मिथ्यायोगः समस्तोऽसाविह वाऽमुत्र वा कृतम्।"
"निदानम् एतद् दोषाणाम् (अस्ति) .; कुर्वन्ति विविधान् व्याधीन् शाखा-कोष्ठ-अस्थि-सन्धिषु कुपिताः तेन नैकधा .","एतद् दोषाणाम् निदानम् (अस्ति) .; तेन नैकधा कुपिताः शाखा-कोष्ठ-अस्थि-सन्धिषु विविधान् व्याधीन् कुर्वन्ति ."," निदानमेतद्दोषाणां कुपितास्तेन नैकधा॥४३॥# कुर्वन्ति विविधान् व्याधीन् शाखाकोष्ठास्थिसन्धिषु।"
"शाखाः रक्त-आदयः त्वक् च बाह्य-रोग-अयनम् हि तत् (भवन्ति) . तत्-आश्रयाः मष-व्यङ्ग-गण्ड-अलजी-अर्बुद-आदयः बहिः-भागाः च दुर्-नाम-गुल्म-शोफ-आदयः गदाः (सन्ति) .","रक्त-आदयः त्वक् च शाखाः हि तत् बाह्य-रोग-अयनम् (भवन्ति) . तत्-आश्रयाः मष-व्यङ्ग-गण्ड-अलजी-अर्बुद-आदयः बहिः-भागाः दुर्-नाम-गुल्म-शोफ-आदयः च गदाः (सन्ति) ."," शाखा रक्तादयस्त्वक् च बाह्यरोगायनं हि तत्॥४४॥# तदाश्रया मषव्यङ्गगण्डालज्यर्बुदादयः।# बहिर्भागाश्च दुर्नामगुल्मशोफादयो गदाः॥४५॥"
"अन्तः-कोष्ठः महान्-स्रोतः आम-पक्व-आशय-आश्रयः (भवति) . तत्-स्थानाः छर्दि-अतीसार-कास-श्वास-उदर-ज्वराः अन्तः-भागम् च शोफ-अर्श-गुल्म-वीसर्प-विद्रधि (कोष्ठ-आश्रिताः) (रोगाः) (भवन्ति) .","आम-पक्व-आशय-आश्रयः अन्तः-कोष्ठः महान्-स्रोतः (भवति) . तत्-स्थानाः छर्दि-अतीसार-कास-श्वास-उदर-ज्वराः अन्तः-भागम् शोफ-अर्श-गुल्म-वीसर्प-विद्रधि च (कोष्ठ-आश्रिताः) (रोगाः) (भवन्ति) ."," अन्तःकोष्ठो महास्रोत आमपक्वाशयाश्रयः।# तत्स्थानाः च्छर्द्यतीसारकासश्वासोदरज्वराः॥४६॥# अन्तर्भागं च शोफार्शोगुल्मवीसर्पविद्रधि।"
"शिरः-हृदय-बस्ति-आदि-मर्माणि अस्थ्नाम् च सन्धयः तत्-निबद्धाः शिरा-स्नायु-कण्डर-आद्याः च मध्यमः रोग-मार्गः (सन्ति) .; स्थिताः तत्र यक्ष्म-पक्ष-वध-अर्दिताः मूर्ध-आदि-रोगाः सन्धि-अस्थि-त्रिक-शूल-ग्रह-आदयः (च) (रोगाः) (सन्ति) .","शिरः-हृदय-बस्ति-आदि-मर्माणि अस्थ्नाम् च सन्धयः तत्-निबद्धाः शिरा-स्नायु-कण्डर-आद्याः च मध्यमः रोग-मार्गः (सन्ति) .; यक्ष्म-पक्ष-वध-अर्दिताः मूर्ध-आदि-रोगाः सन्धि-अस्थि-त्रिक-शूल-ग्रह-आदयः (च) तत्र स्थिताः (रोगाः) (सन्ति) ."," शिरोहृदयबस्त्यादिमर्माण्यस्थ्नां च सन्धयः॥४७॥# तन्निबद्धाः शिरास्नायुकण्डराद्याश्च मध्यमः।#रोगमार्गः स्थितास्तत्र यक्ष्मपक्षवधार्दिताः॥४८॥# मूर्धादिरोगाः सन्ध्यस्थित्रिकशूलग्रहादयः।"
"स्रंस-व्यास-व्यध-स्वाप-साद-रुक्-तोद-भेदनम् (कर्माणि) (वायोः) (भवति) .; सङ्ग-अङ्ग-भङ्ग-सङ्कोच-वर्त-हर्षण-तर्षणम् कम्प-पारुष्य-सौषिर्य-शोष-स्पन्दन-वेष्टनम् (कर्माणि) (वायोः) (च) (भवन्ति) .; स्तम्भः कषाय-रसता वर्णः श्यावः अरुणः अपि वा कर्माणि वायोः (भवन्ति) .","स्रंस-व्यास-व्यध-स्वाप-साद-रुक्-तोद-भेदनम् (वायोः) (कर्माणि) (भवति) .; सङ्ग-अङ्ग-भङ्ग-सङ्कोच-वर्त-हर्षण-तर्षणम् कम्प-पारुष्य-सौषिर्य-शोष-स्पन्दन-वेष्टनम् (च) (वायोः) (कर्माणि) (भवन्ति) .; स्तम्भः कषाय-रसता श्यावः अरुणः वा वर्णः अपि वायोः कर्माणि (भवन्ति) ."," स्रंसव्यासव्यधस्वापसादरुक्तोदभेदनम्॥४९॥#सङ्गाङ्गभङ्गसङ्कोचवर्तहर्षणतर्षणम्।# कम्पपारुष्यसौषिर्यशोषस्पन्दनवेष्टनम्॥५०॥#स्तम्भः कषायरसता वर्णः श्यावोऽरुणोऽपि वा।# कर्माणि वायोः ....................॥५१॥"
"पित्तस्य दाह-राग-उष्म-पाकिताः स्वेदः क्लेदः स्रुतिः कोथः सदनम् मूर्च्छनम् मदः कटुक-अम्लौ रसौ वर्णः पाण्डुर-अरुण-वर्जितः (च) (कर्माणि) (भवन्ति) .","दाह-राग-उष्म-पाकिताः स्वेदः क्लेदः स्रुतिः कोथः सदनम् मूर्च्छनम् मदः कटुक-अम्लौ रसौ पाण्डुर-अरुण-वर्जितः वर्णः (च) पित्तस्य (कर्माणि) (भवन्ति) ."," .......पित्तस्य दाहरागोष्मपाकिताः॥५१॥# स्वेदः क्लेदः स्रुतिः कोथः सदनं मूर्च्छनं मदः।# कटुकाम्लौ रसौ वर्णः पाण्डुरारुणवर्जितः॥५२॥"
"श्लेष्मणः स्नेह-काठिन्य-कण्डू-शीतत्व-गौरवम् बन्ध-उपलेप-स्तैमित्य-शोफ-अ-पक्ति-अति-निद्रताः वर्णः श्वेतः रसौ स्वादु-लवणौ चिर-कारिता (च) (कर्माणि) (भवन्ति)","स्नेह-काठिन्य-कण्डू-शीतत्व-गौरवम् बन्ध-उपलेप-स्तैमित्य-शोफ-अ-पक्ति-अति-निद्रताः श्वेतः वर्णः स्वादु-लवणौ रसौ चिर-कारिता (च) श्लेष्मणः (कर्माणि) (भवन्ति)"," श्लेष्मणः स्नेहकाठिन्यकण्डूशीतत्वगौरवम्।# बन्धोपलेपस्तैमित्यशोफापक्त्यतिनिद्रताः॥५३॥# वर्णः श्वेतो रसौ स्वादुलवणौ चिरकारिता।"
